Data,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2019 02:00,26.7,757.9,759.2,-0.4,87,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.4,No precipitation,6,,,,
02.02.2019 23:00,26.9,758.3,759.7,1.5,86,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.3,No precipitation,3,,,,
02.02.2019 20:00,27.7,756.8,758.2,1.3,79,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,14,23.8,No precipitation,6,,,,
02.02.2019 17:00,30.9,755.5,756.8,-1.6,61,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,22.4,No precipitation,3,,,,
02.02.2019 14:00,31.9,757.1,758.5,-1.5,59,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,16,23,0.2,6,,,,
02.02.2019 11:00,29.9,758.6,760,0.9,72,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,24.4,0.2,3,,,,
02.02.2019 08:00,26.5,757.7,759.1,0.7,88,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.4,No precipitation,24,,,,
02.02.2019 05:00,26.1,757,758.4,-1.1,90,Wind blowing from the north-east,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,24.3,No precipitation,3,,,,
02.02.2019 02:00,26.4,758.1,759.5,-0.5,87,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24,No precipitation,6,,,,
01.02.2019 23:00,27,758.6,760,1.6,85,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24.2,No precipitation,3,,,,
01.02.2019 20:00,27.8,757,758.4,1,75,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23,No precipitation,6,,,,
01.02.2019 17:00,30.6,756,757.3,-1.6,63,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,22.8,No precipitation,3,,,,
01.02.2019 14:00,31.1,757.6,758.9,-1.8,58,Wind blowing from the north-east,7,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,22,No precipitation,6,,,,
01.02.2019 11:00,30,759.4,760.8,1,69,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.8,No precipitation,3,,,,
01.02.2019 08:00,26.2,758.4,759.8,0.9,86,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23.7,No precipitation,24,,,,
01.02.2019 05:00,26.1,757.5,758.8,-0.7,87,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23.7,No precipitation,3,,,,
01.02.2019 02:00,26.3,758.2,759.6,-0.8,86,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23.8,No precipitation,6,,,,
